,repository,number,url,date,state,package,from,to,vulnerabilities,severities,maximal_severity
2421,Backendless/Console-SDK,73,https://github.com/Backendless/Console-SDK/pull/73,2019-10-28T15:34:52Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2422,Backendless/Console-SDK,74,https://github.com/Backendless/Console-SDK/pull/74,2019-10-28T15:34:53Z,CLOSED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
2423,youzan/vant-weapp,1757,https://github.com/youzan/vant-weapp/pull/1757,2019-07-10T22:53:17Z,MERGED,lodash.merge,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2424,youzan/vant-weapp,1910,https://github.com/youzan/vant-weapp/pull/1910,2019-08-26T19:50:15Z,MERGED,eslint-utils,1.4.0,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2425,youzan/vant-weapp,2862,https://github.com/youzan/vant-weapp/pull/2862,2020-03-13T22:38:37Z,MERGED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2426,Inist-CNRS/lodex,1067,https://github.com/Inist-CNRS/lodex/pull/1067,2020-03-13T21:56:14Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2427,microsoft/pxt-blockly,273,https://github.com/microsoft/pxt-blockly/pull/273,2020-03-24T16:39:56Z,CLOSED,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2428,Talend/ui,2502,https://github.com/Talend/ui/pull/2502,2019-10-28T14:14:18Z,CLOSED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
2429,Talend/ui,2551,https://github.com/Talend/ui/pull/2551,2019-11-20T17:00:59Z,MERGED,angular,1.7.5,1.7.9,['GHSA-89mq-4x47-5v83'],['MODERATE'],MODERATE
2430,Talend/ui,2594,https://github.com/Talend/ui/pull/2594,2019-12-28T18:18:13Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2431,Talend/ui,2595,https://github.com/Talend/ui/pull/2595,2019-12-28T18:18:20Z,MERGED,handlebars,4.0.12,4.5.3,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
2432,Talend/ui,2596,https://github.com/Talend/ui/pull/2596,2019-12-28T18:18:21Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2433,Talend/ui,2597,https://github.com/Talend/ui/pull/2597,2019-12-28T18:18:38Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2434,lbryio/lbry-desktop,2623,https://github.com/lbryio/lbry-desktop/pull/2623,2019-07-10T23:53:26Z,MERGED,lodash-es,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2435,lbryio/lbry-desktop,2793,https://github.com/lbryio/lbry-desktop/pull/2793,2019-08-26T20:59:27Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2436,lbryio/lbry-desktop,2811,https://github.com/lbryio/lbry-desktop/pull/2811,2019-08-28T23:03:19Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2437,lbryio/lbry-desktop,3840,https://github.com/lbryio/lbry-desktop/pull/3840,2020-03-13T22:26:36Z,MERGED,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2438,gathercontent/gather-ui,613,https://github.com/gathercontent/gather-ui/pull/613,2019-10-29T16:01:18Z,MERGED,bootstrap-sass,3.3.7,3.4.1,['GHSA-wh77-3x4m-4q9g'],['MODERATE'],MODERATE
2439,gathercontent/gather-ui,655,https://github.com/gathercontent/gather-ui/pull/655,2020-02-05T11:07:37Z,CLOSED,lodash,4.17.10,4.17.13,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['MODERATE', 'HIGH', 'HIGH']",HIGH
2440,Kilian/electron-to-chromium,23,https://github.com/Kilian/electron-to-chromium/pull/23,2019-07-10T22:35:59Z,MERGED,lodash.merge,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2441,Kilian/electron-to-chromium,25,https://github.com/Kilian/electron-to-chromium/pull/25,2019-08-03T04:03:36Z,MERGED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
2442,Kilian/electron-to-chromium,26,https://github.com/Kilian/electron-to-chromium/pull/26,2019-08-03T04:03:37Z,MERGED,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
2443,Kilian/electron-to-chromium,29,https://github.com/Kilian/electron-to-chromium/pull/29,2020-02-19T18:03:17Z,MERGED,codecov,3.1.0,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
2444,goodjoblife/GoodJobShare,702,https://github.com/goodjoblife/GoodJobShare/pull/702,2019-06-06T08:25:05Z,MERGED,handlebars,4.0.11,4.1.2,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
2445,goodjoblife/GoodJobShare,742,https://github.com/goodjoblife/GoodJobShare/pull/742,2019-07-11T00:13:01Z,CLOSED,lodash-es,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2446,goodjoblife/GoodJobShare,743,https://github.com/goodjoblife/GoodJobShare/pull/743,2019-07-12T21:52:54Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2447,goodjoblife/GoodJobShare,764,https://github.com/goodjoblife/GoodJobShare/pull/764,2019-08-17T02:30:21Z,MERGED,lodash-es,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2448,goodjoblife/GoodJobShare,767,https://github.com/goodjoblife/GoodJobShare/pull/767,2019-08-29T01:59:34Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2449,goodjoblife/GoodJobShare,798,https://github.com/goodjoblife/GoodJobShare/pull/798,2019-12-06T17:37:37Z,MERGED,serialize-javascript,1.7.0,2.1.1,['GHSA-h9rv-jmmf-4pgx'],['MODERATE'],MODERATE
2450,goodjoblife/GoodJobShare,817,https://github.com/goodjoblife/GoodJobShare/pull/817,2019-12-28T02:33:06Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2451,iou90/react-native-autoheight-webview,157,https://github.com/iou90/react-native-autoheight-webview/pull/157,2020-03-13T21:41:40Z,CLOSED,acorn,7.1.0,7.1.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2452,iou90/react-native-autoheight-webview,158,https://github.com/iou90/react-native-autoheight-webview/pull/158,2020-03-13T22:42:53Z,MERGED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2453,synzen/MonitoRSS,113,https://github.com/synzen/MonitoRSS/pull/113,2019-07-15T00:24:41Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2454,synzen/MonitoRSS,114,https://github.com/synzen/MonitoRSS/pull/114,2019-07-15T00:30:44Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2455,synzen/MonitoRSS,120,https://github.com/synzen/MonitoRSS/pull/120,2019-08-26T18:52:42Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2456,synzen/MonitoRSS,121,https://github.com/synzen/MonitoRSS/pull/121,2019-08-26T18:54:57Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2457,synzen/MonitoRSS,133,https://github.com/synzen/MonitoRSS/pull/133,2019-12-29T23:30:52Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2458,synzen/MonitoRSS,150,https://github.com/synzen/MonitoRSS/pull/150,2020-03-14T00:00:33Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2459,synzen/MonitoRSS,152,https://github.com/synzen/MonitoRSS/pull/152,2020-03-16T17:49:05Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2460,synzen/MonitoRSS,160,https://github.com/synzen/MonitoRSS/pull/160,2020-05-22T17:36:28Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2461,synzen/MonitoRSS,161,https://github.com/synzen/MonitoRSS/pull/161,2020-05-22T17:36:29Z,CLOSED,handlebars,4.1.2,4.7.6,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2462,vlocityinc/vlocity_build,232,https://github.com/vlocityinc/vlocity_build/pull/232,2019-10-09T16:36:55Z,CLOSED,js-yaml,3.12.2,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
2463,gladly-team/tab,677,https://github.com/gladly-team/tab/pull/677,2019-11-08T00:12:19Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2464,gladly-team/tab,678,https://github.com/gladly-team/tab/pull/678,2019-11-08T00:12:27Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2465,gladly-team/tab,679,https://github.com/gladly-team/tab/pull/679,2019-11-08T00:12:29Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2466,gladly-team/tab,680,https://github.com/gladly-team/tab/pull/680,2019-11-08T00:12:34Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2467,gladly-team/tab,681,https://github.com/gladly-team/tab/pull/681,2019-11-08T00:12:47Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2468,gladly-team/tab,692,https://github.com/gladly-team/tab/pull/692,2019-12-28T04:31:18Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2469,gladly-team/tab,693,https://github.com/gladly-team/tab/pull/693,2019-12-28T11:02:58Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2470,gladly-team/tab,694,https://github.com/gladly-team/tab/pull/694,2019-12-28T11:03:22Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2471,gladly-team/tab,695,https://github.com/gladly-team/tab/pull/695,2019-12-28T11:04:04Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2472,gladly-team/tab,707,https://github.com/gladly-team/tab/pull/707,2020-02-19T18:21:02Z,MERGED,codecov,3.5.0,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
2473,gladly-team/tab,708,https://github.com/gladly-team/tab/pull/708,2020-02-19T18:21:20Z,MERGED,codecov,3.5.0,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
2474,gladly-team/tab,709,https://github.com/gladly-team/tab/pull/709,2020-02-19T18:21:41Z,MERGED,codecov,3.5.0,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
2475,gladly-team/tab,710,https://github.com/gladly-team/tab/pull/710,2020-02-19T19:27:25Z,MERGED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2476,gladly-team/tab,711,https://github.com/gladly-team/tab/pull/711,2020-02-19T19:27:29Z,MERGED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2477,gladly-team/tab,712,https://github.com/gladly-team/tab/pull/712,2020-02-19T19:28:27Z,MERGED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2478,gladly-team/tab,713,https://github.com/gladly-team/tab/pull/713,2020-02-19T19:28:39Z,MERGED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2479,gladly-team/tab,714,https://github.com/gladly-team/tab/pull/714,2020-02-19T19:28:47Z,MERGED,lodash,4.17.4,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
2480,gladly-team/tab,715,https://github.com/gladly-team/tab/pull/715,2020-02-19T19:29:14Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
2481,gladly-team/tab,716,https://github.com/gladly-team/tab/pull/716,2020-02-19T19:30:19Z,MERGED,superagent,3.5.2,3.8.3,['GHSA-8225-6cvr-8pqp'],['LOW'],LOW
2482,gladly-team/tab,717,https://github.com/gladly-team/tab/pull/717,2020-02-19T19:30:35Z,CLOSED,mime,1.3.4,1.6.0,['GHSA-wrvr-8mpx-r7pp'],['MODERATE'],MODERATE
2483,gladly-team/tab,718,https://github.com/gladly-team/tab/pull/718,2020-02-19T19:30:40Z,MERGED,moment,2.18.1,2.24.0,['GHSA-446m-mv8f-q348'],['LOW'],LOW
2484,gladly-team/tab,719,https://github.com/gladly-team/tab/pull/719,2020-02-19T19:30:59Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2485,gladly-team/tab,720,https://github.com/gladly-team/tab/pull/720,2020-02-19T19:32:21Z,MERGED,sshpk,1.13.0,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
2486,gladly-team/tab,721,https://github.com/gladly-team/tab/pull/721,2020-02-19T19:32:54Z,MERGED,superagent,3.5.2,3.8.3,['GHSA-8225-6cvr-8pqp'],['LOW'],LOW
2487,gladly-team/tab,722,https://github.com/gladly-team/tab/pull/722,2020-02-19T19:33:03Z,MERGED,moment,2.18.1,2.24.0,['GHSA-446m-mv8f-q348'],['LOW'],LOW
2488,gladly-team/tab,723,https://github.com/gladly-team/tab/pull/723,2020-02-19T19:38:37Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2489,gladly-team/tab,724,https://github.com/gladly-team/tab/pull/724,2020-02-19T19:39:06Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
2490,gladly-team/tab,725,https://github.com/gladly-team/tab/pull/725,2020-02-19T19:41:31Z,MERGED,atob,2.0.3,2.1.2,['GHSA-8w4h-3cm3-2pm2'],['MODERATE'],MODERATE
2491,gladly-team/tab,726,https://github.com/gladly-team/tab/pull/726,2020-02-19T19:43:07Z,MERGED,sshpk,1.13.0,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
2492,gladly-team/tab,727,https://github.com/gladly-team/tab/pull/727,2020-02-19T19:50:15Z,MERGED,superagent,3.5.2,3.8.3,['GHSA-8225-6cvr-8pqp'],['LOW'],LOW
2493,gladly-team/tab,728,https://github.com/gladly-team/tab/pull/728,2020-02-19T19:51:21Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2494,gladly-team/tab,733,https://github.com/gladly-team/tab/pull/733,2020-03-03T23:22:01Z,MERGED,debug,2.6.8,2.6.9,['GHSA-gxpj-cx7g-858c'],['LOW'],LOW
2495,gladly-team/tab,742,https://github.com/gladly-team/tab/pull/742,2020-03-14T07:54:41Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2496,gladly-team/tab,743,https://github.com/gladly-team/tab/pull/743,2020-03-14T11:31:14Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2497,gladly-team/tab,744,https://github.com/gladly-team/tab/pull/744,2020-03-14T19:40:58Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2498,gladly-team/tab,745,https://github.com/gladly-team/tab/pull/745,2020-03-14T19:49:50Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2499,gladly-team/tab,746,https://github.com/gladly-team/tab/pull/746,2020-03-14T19:51:00Z,MERGED,acorn,5.5.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2500,treadpit/wx_calendar,198,https://github.com/treadpit/wx_calendar/pull/198,2019-10-29T14:21:32Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2501,treadpit/wx_calendar,199,https://github.com/treadpit/wx_calendar/pull/199,2019-10-31T01:38:17Z,MERGED,handlebars,4.1.1,4.5.1,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
2502,stellarterm/stellarterm,480,https://github.com/stellarterm/stellarterm/pull/480,2019-06-05T12:26:41Z,MERGED,lodash,4.17.5,4.17.11,['GHSA-4xc9-xhrj-v574'],['HIGH'],HIGH
2503,stellarterm/stellarterm,481,https://github.com/stellarterm/stellarterm/pull/481,2019-06-05T12:33:16Z,MERGED,react-dom,16.2.0,16.2.1,['GHSA-mvjj-gqq2-p4hw'],['LOW'],LOW
2504,stellarterm/stellarterm,553,https://github.com/stellarterm/stellarterm/pull/553,2019-09-20T12:51:15Z,MERGED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
2505,stellarterm/stellarterm,554,https://github.com/stellarterm/stellarterm/pull/554,2019-09-20T12:51:21Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2506,stellarterm/stellarterm,555,https://github.com/stellarterm/stellarterm/pull/555,2019-09-20T12:51:29Z,CLOSED,braces,1.8.5,2.3.2,['GHSA-g95f-p29q-9xw4'],['LOW'],LOW
2507,stellarterm/stellarterm,556,https://github.com/stellarterm/stellarterm/pull/556,2019-09-20T12:51:29Z,MERGED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
2508,stellarterm/stellarterm,557,https://github.com/stellarterm/stellarterm/pull/557,2019-09-20T12:51:29Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2509,stellarterm/stellarterm,558,https://github.com/stellarterm/stellarterm/pull/558,2019-09-20T12:51:30Z,CLOSED,mime,1.3.4,1.4.1,['GHSA-wrvr-8mpx-r7pp'],['MODERATE'],MODERATE
2510,stellarterm/stellarterm,559,https://github.com/stellarterm/stellarterm/pull/559,2019-09-20T12:51:30Z,MERGED,cached-path-relative,1.0.1,1.0.2,['GHSA-hc9w-4p87-j549'],['HIGH'],HIGH
2511,stellarterm/stellarterm,560,https://github.com/stellarterm/stellarterm/pull/560,2019-09-20T12:51:30Z,MERGED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
2512,stellarterm/stellarterm,561,https://github.com/stellarterm/stellarterm/pull/561,2019-09-20T12:51:31Z,MERGED,is-my-json-valid,2.17.1,2.20.0,['GHSA-f522-ffg8-j8r6'],['LOW'],LOW
2513,stellarterm/stellarterm,562,https://github.com/stellarterm/stellarterm/pull/562,2019-09-20T12:51:32Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2514,stellarterm/stellarterm,563,https://github.com/stellarterm/stellarterm/pull/563,2019-09-20T12:51:33Z,CLOSED,concat-with-sourcemaps,1.0.5,1.1.0,['GHSA-2xv3-h762-ccxv'],['MODERATE'],MODERATE
2515,stellarterm/stellarterm,564,https://github.com/stellarterm/stellarterm/pull/564,2019-09-20T12:51:33Z,MERGED,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
2516,stellarterm/stellarterm,565,https://github.com/stellarterm/stellarterm/pull/565,2019-09-20T12:51:34Z,CLOSED,debug,2.2.0,2.6.9,['GHSA-gxpj-cx7g-858c'],['LOW'],LOW
2517,stellarterm/stellarterm,566,https://github.com/stellarterm/stellarterm/pull/566,2019-09-20T12:51:34Z,CLOSED,tar,2.2.1,2.2.2,['GHSA-j44m-qm6p-hp7m'],['HIGH'],HIGH
2518,stellarterm/stellarterm,567,https://github.com/stellarterm/stellarterm/pull/567,2019-09-20T12:51:37Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
2519,stellarterm/stellarterm,568,https://github.com/stellarterm/stellarterm/pull/568,2019-09-20T12:51:37Z,MERGED,atob,2.0.3,2.1.2,['GHSA-8w4h-3cm3-2pm2'],['MODERATE'],MODERATE
2520,stellarterm/stellarterm,569,https://github.com/stellarterm/stellarterm/pull/569,2019-09-20T12:51:39Z,CLOSED,deep-extend,0.4.2,0.6.0,['GHSA-hr2v-3952-633q'],['LOW'],LOW
2521,stellarterm/stellarterm,635,https://github.com/stellarterm/stellarterm/pull/635,2019-12-11T10:20:53Z,CLOSED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
2522,stellarterm/stellarterm,636,https://github.com/stellarterm/stellarterm/pull/636,2019-12-11T10:33:16Z,MERGED,eslint,4.18.2,4.19.1,[],[],
2523,linuxmint/cinnamon-spices-applets,2585,https://github.com/linuxmint/cinnamon-spices-applets/pull/2585,2019-09-16T09:13:31Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2524,openscope/openscope,1469,https://github.com/openscope/openscope/pull/1469,2019-10-29T14:21:26Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2525,openscope/openscope,1571,https://github.com/openscope/openscope/pull/1571,2020-05-01T23:55:46Z,MERGED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
2526,joshhunt/destinySets,245,https://github.com/joshhunt/destinySets/pull/245,2019-10-28T18:29:46Z,CLOSED,axios,0.18.0,0.18.1,['GHSA-42xw-2xvc-qx8m'],['MODERATE'],MODERATE
2527,joshhunt/destinySets,246,https://github.com/joshhunt/destinySets/pull/246,2019-10-28T18:29:48Z,CLOSED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
2528,joshhunt/destinySets,247,https://github.com/joshhunt/destinySets/pull/247,2019-10-28T18:29:49Z,CLOSED,handlebars,4.0.12,4.4.5,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
2529,joshhunt/destinySets,248,https://github.com/joshhunt/destinySets/pull/248,2019-10-28T18:29:51Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2530,joshhunt/destinySets,262,https://github.com/joshhunt/destinySets/pull/262,2019-12-10T23:51:46Z,MERGED,axios,0.18.1,0.19.0,[],[],
2531,joshhunt/destinySets,266,https://github.com/joshhunt/destinySets/pull/266,2019-12-13T19:02:33Z,CLOSED,npm,6.13.3,6.13.4,['GHSA-4328-8hgf-7wjr'],['LOW'],LOW
2532,ckeditor/ckeditor5-dev,604,https://github.com/ckeditor/ckeditor5-dev/pull/604,2020-03-16T19:57:03Z,CLOSED,minimist,1.2.0,1.2.2,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
2533,serverless-operations/serverless-step-functions,229,https://github.com/serverless-operations/serverless-step-functions/pull/229,2019-07-10T22:03:22Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2534,serverless-operations/serverless-step-functions,231,https://github.com/serverless-operations/serverless-step-functions/pull/231,2019-07-16T09:52:30Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
2535,serverless-operations/serverless-step-functions,232,https://github.com/serverless-operations/serverless-step-functions/pull/232,2019-07-16T09:57:41Z,MERGED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
2536,serverless-operations/serverless-step-functions,233,https://github.com/serverless-operations/serverless-step-functions/pull/233,2019-07-16T09:58:00Z,MERGED,is-my-json-valid,2.16.0,2.20.0,['GHSA-f522-ffg8-j8r6'],['LOW'],LOW
2537,serverless-operations/serverless-step-functions,251,https://github.com/serverless-operations/serverless-step-functions/pull/251,2019-08-29T01:50:51Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
2538,serverless-operations/serverless-step-functions,284,https://github.com/serverless-operations/serverless-step-functions/pull/284,2019-12-13T18:33:53Z,MERGED,npm,6.10.0,6.13.4,"['GHSA-4328-8hgf-7wjr', 'GHSA-x8qc-rrcw-4r46', 'GHSA-m6cx-g6qm-p2cx']","['LOW', 'LOW', 'LOW']",LOW
2539,TeamFleet/WhoCallsTheFleet-Yuubari,32,https://github.com/TeamFleet/WhoCallsTheFleet-Yuubari/pull/32,2019-12-28T08:59:10Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
2540,sehugg/8bitworkshop,33,https://github.com/sehugg/8bitworkshop/pull/33,2020-03-13T22:39:05Z,CLOSED,acorn,6.1.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
2541,sehugg/8bitworkshop,36,https://github.com/sehugg/8bitworkshop/pull/36,2020-04-30T00:19:58Z,CLOSED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
2542,C0deboy/jaki-jezyk-programowania,5,https://github.com/C0deboy/jaki-jezyk-programowania/pull/5,2019-11-02T21:49:53Z,CLOSED,eslint-utils,1.4.0,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
2543,C0deboy/jaki-jezyk-programowania,6,https://github.com/C0deboy/jaki-jezyk-programowania/pull/6,2019-12-13T19:05:01Z,CLOSED,npm,6.10.3,6.13.4,"['GHSA-4328-8hgf-7wjr', 'GHSA-x8qc-rrcw-4r46', 'GHSA-m6cx-g6qm-p2cx']","['LOW', 'LOW', 'LOW']",LOW
